model,Price,Rating,SIM,RAM,Processor,Display,Camera,OS,SIM_Type,Supports_3G,Supports_4G,Supports_5G,VoLTE,WiFi,NFC,IR_Blaster,RAM_GB,Storage_GB,Chipset,Cores,ClockSpeed_GHz,Core_Word,Display_Size,Resolution,RefreshRate_Hz,Rear_Main_MP,Front_MP,Resolution_Width,Resolution_Height,Card_Support,Card_Capacity_GB,OS_Name,OS_Version
OnePlus 12R (16GB RAM + 256GB),42978,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 256 GB inbuilt","Snapdragon 8 Gen2, Octa Core, 3.2 GHz Processor","6.78 inches, 1264 x 2780 px, 120 Hz Display with Punch Hole",50 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,16,256,Snapdragon 8 Gen2,8.0,3.2,Octa,6.78,1264 x 2780,120.0,50.0,16.0,1264.0,2780.0,Yes,14,No,14.0
Lava Blaze Curve 5G,15999,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 7050, Octa Core, 2.6 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP + 8 MP + 2 MP Triple Rear & 32 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 7050,8.0,2.6,Octa,6.67,1080 x 2400,120.0,64.0,32.0,1080.0,2400.0,No,0,Android,13.0
Xiaomi Redmi Note 13 Pro Plus (12GB RAM + 512GB),29999,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 512 GB inbuilt","Dimensity 7200 Ultra, Octa Core, 2.8 GHz Processor","6.67 inches, 1220 x 2712 px, 120 Hz Display with Punch Hole",200 MP + 8 MP + 2 MP Triple Rear & 16 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,1,1,12,512,Dimensity 7200 Ultra,8.0,2.8,Octa,6.67,1220 x 2712,120.0,200.0,16.0,1220.0,2712.0,No,0,Android,13.0
Google Pixel 8 Pro (12GB RAM + 256 GB),64999,79.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Tensor G3, Nine Cores, 3 GHz Processor","6.7 inches, 1344 x 2992 px, 120 Hz Display with Punch Hole",50 MP + 48 MP + 48 MP Triple Rear & 10.5 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,12,256,Tensor G3,,3.0,Nine,6.7,1344 x 2992,120.0,50.0,,1344.0,2992.0,Yes,14,No,14.0
Nokia 130 Music 2023,1849,79.44584647739222,Dual Sim,"4 MB RAM, 4 MB inbuilt",No Wifi,"2.4 inches, 240 x 320 px Display",No Rear Camera,v30,Dual Sim,0,0,0,0,0,0,0,0,0,No Wifi,,,,2.4,240 x 320,,,,240.0,320.0,Yes,32,v,30.0
Poco M6 Pro 5G (6GB RAM + 128GB),13799,75.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","6 GB RAM, 128 GB inbuilt","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","6.79 inches, 1080 x 2460 px, 90 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,0,1,6,128,Snapdragon 4 Gen2,8.0,2.2,Octa,6.79,1080 x 2460,90.0,50.0,8.0,1080.0,2460.0,Yes,1,Android,13.0
Samsung Galaxy Z Flip 6 5G,71900,90.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","12 GB RAM, 256 GB inbuilt","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","6.7 inches, 1080 x 2640 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",Memory Card Not Supported,Dual Sim,1,1,1,1,1,1,0,12,256,Snapdragon 8 Gen3,8.0,3.3,Octa,6.7,1080 x 2640,120.0,,,1080.0,2640.0,Yes,50,Memory,14.0
Nokia C32 (4GB RAM + 128 GB),5999,68.0,"Dual Sim, 3G, 4G, Wi-Fi","4 GB RAM, 128 GB inbuilt","Unisoc SC9863A, Octa Core, 1.6 GHz Processor","6.52 inches, 720 x 1600 px Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v13,Dual Sim,1,1,0,0,1,0,0,4,128,Unisoc SC9863A,8.0,1.6,Octa,6.52,720 x 1600,,50.0,8.0,720.0,1600.0,Yes,256,Android,13.0
Motorola Razr 50 Ultra,69990,91.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","12 GB RAM, 512 GB inbuilt","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor","6.9 inches, 1080 x 2640 px, 165 Hz Display with Punch Hole","Foldable Display, Dual Display",Memory Card Not Supported,Dual Sim,1,1,1,1,1,1,0,12,512,Snapdragon 8s Gen3,8.0,3.0,Octa,6.9,1080 x 2640,165.0,,,1080.0,2640.0,Yes,50,Memory,14.0
Tecno Camon 20 Pro 5G,16100,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 8050, Octa Core, 3 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP + 2 MP + 2 MP Triple Rear & 32 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 8050,8.0,3.0,Octa,6.67,1080 x 2400,120.0,64.0,32.0,1080.0,2400.0,Yes,13,Bluetooth,14.0
Vivo Y36 4G,9499,78.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Snapdragon 680, Octa Core, 2.4 GHz Processor","6.64 inches, 1080 x 2388 px, 90 Hz Display with Water Drop Notch",50 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v13,Dual Sim,1,1,0,1,1,0,0,8,128,Snapdragon 680,8.0,2.4,Octa,6.64,1080 x 2388,90.0,50.0,16.0,1080.0,2388.0,Yes,1,Android,13.0
Samsung Galaxy M15 5G,11899,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.45 inches, 1080 x 2340 px, 90 Hz Display with Water Drop Notch",50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.45,1080 x 2340,90.0,50.0,13.0,1080.0,2340.0,Yes,1,Android,14.0
Realme 11,13999,81.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",108 MP + 2 MP Dual Rear & 16 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.72,1080 x 2400,120.0,108.0,16.0,1080.0,2400.0,Yes,1,Android,13.0
Vivo X100 Pro 5G,89899,91.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","16 GB RAM, 256 GB inbuilt","Dimensity 9300, Octa Core, 3.25 GHz Processor","6.78 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,16,256,Dimensity 9300,8.0,3.25,Octa,6.78,1260 x 2800,120.0,50.0,32.0,1260.0,2800.0,No,0,Android,14.0
Samsung Galaxy S23 Plus (8GB RAM + 512GB),61699,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","8 GB RAM, 512 GB inbuilt","Snapdragon 8 Gen 2, Octa Core, 3.36 GHz Processor","6.6 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",50 MP + 12 MP + 10 MP Triple Rear & 12 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,0,8,512,Snapdragon 8 Gen 2,8.0,3.36,Octa,6.6,1080 x 2340,120.0,50.0,12.0,1080.0,2340.0,Yes,13,No,14.0
OPPO Reno 10,25500,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 7050, Octa Core, 2.6 GHz Processor","6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",64 MP + 32 MP + 8 MP Triple Rear & 32 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,1,1,8,256,Dimensity 7050,8.0,2.6,Octa,6.7,1080 x 2412,120.0,64.0,32.0,1080.0,2412.0,Yes,0,Android,13.0
Oppo Reno 8T,24990,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Snapdragon 695, Octa Core, 2.2 GHz Processor","6.7 inches, 1080 x 2412 px, 120 Hz Display with Punch Hole",108 MP + 2 MP + 2 MP Triple Rear & 32 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,1,0,8,128,Snapdragon 695,8.0,2.2,Octa,6.7,1080 x 2412,120.0,108.0,32.0,1080.0,2412.0,Yes,1,Android,13.0
Samsung Galaxy F14 4G,8749,74.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Snapdragon 680, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2400 px, 90 Hz Display with Water Drop Notch",50 MP + 2 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,64,Snapdragon 680,8.0,2.4,Octa,6.7,1080 x 2400,90.0,50.0,13.0,1080.0,2400.0,Yes,1,Android,14.0
Poco M6 5G,9250,72.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 128 GB inbuilt","Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor","6.74 inches, 720 x 1650 px, 90 Hz Display with Punch Hole",50 MP Dual Rear & 5 MP Front Camera,Android v13,Dual Sim,1,1,1,1,1,0,1,4,128,Dimensity 6100 Plus,8.0,2.2,Octa,6.74,720 x 1650,90.0,50.0,5.0,720.0,1650.0,Yes,1,Android,13.0
Xiaomi 12 Pro 5G (12GB RAM + 256GB),36990,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","12 GB RAM, 256 GB inbuilt","Snapdragon 8 Gen1, Octa Core, 3 GHz Processor","6.73 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,12,256,Snapdragon 8 Gen1,8.0,3.0,Octa,6.73,1440 x 3200,120.0,50.0,32.0,1440.0,3200.0,Yes,12,No,14.0
Samsung Galaxy A53 5G (8GB RAM + 128GB),35999,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Exynos 1280, Octa Core, 2.4 GHz Processor","6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP Quad Rear & 32 MP Front Camera,Android v12,Dual Sim,1,1,1,1,1,1,0,8,128,Exynos 1280,8.0,2.4,Octa,6.5,1080 x 2400,120.0,64.0,32.0,1080.0,2400.0,Yes,1,Android,12.0
Xiaomi Redmi Note 12 5G,14490,75.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 128 GB inbuilt","Snapdragon 4 Gen 1, Octa Core, 2 GHz Processor","6.67 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",48 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v12,Dual Sim,1,1,1,1,1,0,1,4,128,Snapdragon 4 Gen 1,8.0,2.0,Octa,6.67,1080 x 2400,120.0,48.0,13.0,1080.0,2400.0,Yes,1,Android,12.0
Xiaomi Redmi Note 11,12999,74.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 64 GB inbuilt","Snapdragon  680, Octa Core, 2.4 GHz Processor","6.43 inches, 1080 x 2400 px, 90 Hz Display with Punch Hole",50 MP Quad Rear & 13 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,1,4,64,Snapdragon  680,8.0,2.4,Octa,6.43,1080 x 2400,90.0,50.0,13.0,1080.0,2400.0,Yes,512,Android,11.0
Nokia C30 (4GB RAM + 64GB),10989,63.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Unisoc  SC9863A, Octa Core, 1.6 GHz Processor","6.82 inches, 720 x 1600 px Display with Water Drop Notch",13 MP + 2 MP Dual Rear & 5 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,0,4,64,Unisoc  SC9863A,8.0,1.6,Octa,6.82,720 x 1600,,13.0,5.0,720.0,1600.0,Yes,256,Android,11.0
Samsung Galaxy A53 5G,24940,85.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","6 GB RAM, 128 GB inbuilt","Exynos 1280, Octa Core, 2.4 GHz Processor","6.5 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP Quad Rear & 32 MP Front Camera,Android v12,Dual Sim,1,1,1,1,1,1,0,6,128,Exynos 1280,8.0,2.4,Octa,6.5,1080 x 2400,120.0,64.0,32.0,1080.0,2400.0,Yes,1,Android,12.0
Samsung Galaxy A73 5G,41999,88.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 128 GB inbuilt","Snapdragon 778G, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",108 MP Quad Rear & 32 MP Front Camera,Android v12,Dual Sim,1,1,1,1,1,1,0,8,128,Snapdragon 778G,8.0,2.4,Octa,6.7,1080 x 2400,120.0,108.0,32.0,1080.0,2400.0,Yes,1,Android,12.0
Micromax IN Note 2,7749,73.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Helio G95, Octa Core, 2.05 GHz Processor","6.43 inches, 1080 x 2400 px Display with Punch Hole",48 MP Quad Rear & 16 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,0,4,64,Helio G95,8.0,2.05,Octa,6.43,1080 x 2400,,48.0,16.0,1080.0,2400.0,Yes,256,Android,11.0
Xiaomi 12 Pro 5G,33990,86.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Snapdragon 8 Gen1, Octa Core, 3 GHz Processor","6.73 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,1,1,8,256,Snapdragon 8 Gen1,8.0,3.0,Octa,6.73,1440 x 3200,120.0,50.0,32.0,1440.0,3200.0,Yes,12,No,14.0
Xiaomi Redmi 10A,6999,63.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","3 GB RAM, 32 GB inbuilt","Helio  G25, Octa Core, 2 GHz Processor","6.53 inches, 720 x 1600 px Display with Water Drop Notch",13 MP Rear & 5 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,0,3,32,Helio  G25,8.0,2.0,Octa,6.53,720 x 1600,,13.0,5.0,720.0,1600.0,Yes,512,Android,11.0
iQOO 9 5G,28990,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Snapdragon  888+, Octa Core, 2.9 GHz Processor","6.56 inches, 1080 x 2376 px, 120 Hz Display with Punch Hole",48 MP + 13 MP + 13 MP Triple Rear & 16 MP Front Camera,No FM Radio,Dual Sim,1,1,1,1,1,0,0,8,128,Snapdragon  888+,8.0,2.9,Octa,6.56,1080 x 2376,120.0,48.0,16.0,1080.0,2376.0,Yes,12,No,14.0
Xiaomi Redmi 9 Power,7789,73.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 64 GB inbuilt","Snapdragon  662 , Octa Core, 2 GHz Processor","6.53 inches, 1080 x 2340 px Display with Water Drop Notch",48 MP Quad Rear & 8 MP Front Camera,Android v10,Dual Sim,1,1,0,1,1,0,1,4,64,Snapdragon  662 ,8.0,2.0,Octa,6.53,1080 x 2340,,48.0,8.0,1080.0,2340.0,Yes,512,Android,10.0
Samsung Galaxy F12,11000,72.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Exynos 850, Octa Core, 2 GHz Processor","6.5 inches, 720 x 1600 px, 90 Hz Display with Water Drop Notch",48 MP Quad Rear & 8 MP Front Camera,Android v11,Dual Sim,1,1,0,1,1,0,0,4,64,Exynos 850,8.0,2.0,Octa,6.5,720 x 1600,90.0,48.0,8.0,720.0,1600.0,Yes,512,Android,11.0
Lava A3 King,1099,79.44584647739222,Dual Sim,"4 MB RAM, 3 MB inbuilt",1 MHz Processor,"1.8 inches, 128 x 160 px Display",0.3 MP Rear Camera,Bluetooth,Dual Sim,0,0,0,0,0,0,0,0,0,1 MHz Processor,,,,1.8,128 x 160,,3.0,,128.0,160.0,Yes,32,Bluetooth,14.0
Samsung Galaxy Z Flip 7 5G (12GB RAM+512GB),98999,91.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","12 GB RAM, 512 GB inbuilt","Exynos 2500, Deca Core, 3.3 GHz Processor","6.9 inches, 1080 x 2520 px, 120 Hz Display with Punch Hole","Foldable Display, Dual Display",Memory Card Not Supported,Dual Sim,1,1,1,1,1,1,0,12,512,Exynos 2500,10.0,3.3,Deca,6.9,1080 x 2520,120.0,,,1080.0,2520.0,Yes,50,Memory,14.0
Philips E2102,1235,79.44584647739222,"32 MB RAM, 32 MB inbuilt",1.77 inches Display,1000 mAh Battery,"Memory Card Supported, upto 32 GB",Bluetooth,,,0,0,0,0,0,0,0,0,0,1000 mAh Battery,,,,,,,,,,,Yes,0,,14.0
Realme C73 (4GB RAM + 128GB),11147,71.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",32 MP Dual Rear & 8 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1604,120.0,32.0,8.0,720.0,1604.0,Yes,2,Android,15.0
Realme GT 7T (12GB RAM + 512GB),37960,87.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","12 GB RAM, 512 GB inbuilt","Dimensity 8400-MAX, Octa Core, 3.25 GHz Processor","6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 32 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,1,12,512,Dimensity 8400-MAX,8.0,3.25,Octa,6.8,1280 x 2800,120.0,50.0,32.0,1280.0,2800.0,No,0,Android,15.0
Acer Super ZX 5G  (6GB RAM + 128GB),10998,74.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","6 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.8 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",64 MP + 2 MP + 2 MP Triple Rear & 13 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,0,0,6,128,Dimensity 6300,8.0,2.4,Octa,6.8,1080 x 2400,120.0,64.0,13.0,1080.0,2400.0,Yes,15,Bluetooth,14.0
Lava Bold N1,5999,57.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Unisoc 9863A, Octa Core Processor","6.75 inches, 1600 x 720 px Display with Water Drop Notch",13 MP Dual Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,64,Unisoc 9863A,8.0,,Octa,6.75,1600 x 720,,13.0,5.0,1600.0,720.0,Yes,256,Android,14.0
Samsung Galaxy A26 (6GB RAM + 128GB),20750,80.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","6 GB RAM, 128 GB inbuilt","Exynos 1380, Octa Core, 2.4 GHz Processor","6.7 inches, 1080 x 2340 px, 120 Hz Display with Water Drop Notch",50 MP + 8 MP + 2 MP Triple Rear & 13 MP Front Camera,Android v15,Dual Sim,1,1,1,1,1,1,0,6,128,Exynos 1380,8.0,2.4,Octa,6.7,1080 x 2340,120.0,50.0,13.0,1080.0,2340.0,Yes,2,Android,15.0
itel A95 5G,9999,69.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",50 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1600,120.0,50.0,8.0,720.0,1600.0,Yes,0,Android,14.0
itel A90,6499,61.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 64 GB inbuilt","Unisoc T7100, Octa Core, 1.8 GHz Processor","6.6 inches, 720 x 1612 px, 90 Hz Display with Water Drop Notch",13 MP Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,64,Unisoc T7100,8.0,1.8,Octa,6.6,720 x 1612,90.0,13.0,5.0,720.0,1612.0,Yes,2,Android,14.0
Lava Yuva 2 5G,8497,73.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Unisoc T760, Octa Core, 2.2 GHz Processor","6.67 inches, 720 x 1612 px, 90 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,4,128,Unisoc T760,8.0,2.2,Octa,6.67,720 x 1612,90.0,50.0,8.0,720.0,1612.0,Yes,512,Android,14.0
Vivo Y29 5G (8GB RAM+128GB),16998,77.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.68 inches, 720 x 1608 px, 120 Hz Display with Punch Hole",50 MP + 0.08 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 6300,8.0,2.4,Octa,6.68,720 x 1608,120.0,50.0,8.0,720.0,1608.0,Yes,1,Android,14.0
Realme 14x (8GB RAM + 128GB),15184,76.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 128 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",50 MP + 2 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,128,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1604,120.0,50.0,8.0,720.0,1604.0,Yes,0,Android,14.0
Tecno Spark 30C 5G (4GB RAM + 64GB),9999,71.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","4 GB RAM, 64 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,4,64,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1600,120.0,48.0,8.0,720.0,1600.0,Yes,1,Android,14.0
itel Flip One,2115,79.44584647739222,Dual Sim,"Unisoc, Single Core, 208 MHz Processor",No Wifi,1200 mAh Battery,"2.4 inches, 240 x 320 px Display",Memory Card Supported,Dual Sim,0,0,0,0,0,0,0,0,0,No Wifi,,,,,,,,,,,Yes,0,Memory,14.0
Tecno Pop 9 5G,9490,73.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","4 GB RAM, 64 GB inbuilt","Dimensity 6300, Octa Core, 2.4 GHz Processor","6.67 inches, 720 x 1612 px, 120 Hz Display with Punch Hole",48 MP Dual Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,1,1,4,64,Dimensity 6300,8.0,2.4,Octa,6.67,720 x 1612,120.0,48.0,8.0,720.0,1612.0,Yes,1,Android,14.0
Apple iPhone 16 Pro (512GB),140900,89.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","8 GB RAM, 512 GB inbuilt","Bionic A18 Pro, Hexa Core, 4.05 GHz Processor","6.3 inches, 1206 x 2622 px, 120 Hz Display with Dynamic Island",48 MP + 48 MP + 12 MP Triple Rear & 12 MP Front Camera,iOS v18,Dual Sim,1,1,1,1,1,1,0,8,512,Bionic A18 Pro,6.0,4.05,Hexa,6.3,1206 x 2622,120.0,48.0,12.0,1206.0,2622.0,No,0,iOS,18.0
Infinix Note 40 Pro Racing Edition,18999,84.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","8 GB RAM, 256 GB inbuilt","Dimensity 7020, Octa Core, 2.2 GHz Processor","6.78 inches, 1080 x 2436 px, 120 Hz Display with Punch Hole",108 MP + 2 MP + 2 MP Triple Rear & 32 MP Front Camera,Bluetooth,Dual Sim,1,1,1,1,1,1,1,8,256,Dimensity 7020,8.0,2.2,Octa,6.78,1080 x 2436,120.0,108.0,32.0,1080.0,2436.0,Yes,14,Bluetooth,14.0
iQOO Z9s Pro (8GB RAM + 256GB),24999,82.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","8 GB RAM, 256 GB inbuilt","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",50 MP + 8 MP Dual Rear & 16 MP Front Camera,Android v14,Dual Sim,1,1,1,1,1,0,0,8,256,Snapdragon 7 Gen3,8.0,2.63,Octa,6.77,1080 x 2392,120.0,50.0,16.0,1080.0,2392.0,No,0,Android,14.0
Tecno Spark Go 1,7298,62.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","4 GB RAM, 64 GB inbuilt","Unisoc T615, Octa Core, 1.8 GHz Processor","6.67 inches, 720 x 1600 px, 120 Hz Display with Punch Hole",13 MP Rear & 8 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,1,4,64,Unisoc T615,8.0,1.8,Octa,6.67,720 x 1600,120.0,13.0,8.0,720.0,1600.0,Yes,1,Android,14.0
Xiaomi Redmi A3x (4GB RAM + 128GB),6948,64.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","4 GB RAM, 128 GB inbuilt","Unisoc T603, Octa Core, 1.8 GHz Processor","6.71 inches, 720 x 1650 px, 90 Hz Display with Water Drop Notch",8 MP + 0.08 MP Dual Rear & 5 MP Front Camera,Android v14,Dual Sim,1,1,0,1,1,0,0,4,128,Unisoc T603,8.0,1.8,Octa,6.71,720 x 1650,90.0,8.0,5.0,720.0,1650.0,Yes,1,Android,14.0
